Route File,Prefix,Method,Path,Full Endpoint,Domain,Tags,Description
microstructure_routes.py,/api/v1/microstructure,POST,/backtest/run,/api/v1/microstructure/backtest/run,Microstructure,Microstructure,Run microstructure backtest
# =====================================
# CROSS-EXCHANGE ARBITRAGE (api/routes/cross_exchange_routes.py)
# =====================================
cross_exchange_routes.py,/api/v1/arbitrage,GET,/prices,/api/v1/arbitrage/prices,Arbitrage,Cross-Exchange,Cross-exchange prices
cross_exchange_routes.py,/api/v1/arbitrage,GET,/opportunities,/api/v1/arbitrage/opportunities,Arbitrage,Cross-Exchange,Arbitrage opportunities
cross_exchange_routes.py,/api/v1/arbitrage,POST,/opportunities/{opp_id}/execute,/api/v1/arbitrage/opportunities/{opp_id}/execute,Arbitrage,Cross-Exchange,Execute opportunity
cross_exchange_routes.py,/api/v1/arbitrage,GET,/triangular,/api/v1/arbitrage/triangular,Arbitrage,Cross-Exchange,Triangular arbitrage
cross_exchange_routes.py,/api/v1/arbitrage,GET,/cex-dex/{symbol},/api/v1/arbitrage/cex-dex/{symbol},Arbitrage,Cross-Exchange,CEX-DEX spread
cross_exchange_routes.py,/api/v1/arbitrage,GET,/cex-dex/{symbol}/history,/api/v1/arbitrage/cex-dex/{symbol}/history,Arbitrage,Cross-Exchange,CEX-DEX history
cross_exchange_routes.py,/api/v1/arbitrage,GET,/latency,/api/v1/arbitrage/latency,Arbitrage,Cross-Exchange,Latency metrics
cross_exchange_routes.py,/api/v1/arbitrage,GET,/executions,/api/v1/arbitrage/executions,Arbitrage,Cross-Exchange,Execution history
# =====================================
# NEWS & EVENTS (api/routes/news_events_routes.py)
# =====================================
news_events_routes.py,/api/v1/news-events,GET,/news,/api/v1/news-events/news,Research,News & Events,Get news
news_events_routes.py,/api/v1/news-events,GET,/sentiment/market,/api/v1/news-events/sentiment/market,Research,News & Events,Market sentiment
news_events_routes.py,/api/v1/news-events,GET,/sentiment/{symbol},/api/v1/news-events/sentiment/{symbol},Research,News & Events,Symbol sentiment
news_events_routes.py,/api/v1/news-events,GET,/earnings,/api/v1/news-events/earnings,Research,News & Events,Earnings calendar
news_events_routes.py,/api/v1/news-events,GET,/economic,/api/v1/news-events/economic,Research,News & Events,Economic calendar
news_events_routes.py,/api/v1/news-events,GET,/signals,/api/v1/news-events/signals,Research,News & Events,Event signals
news_events_routes.py,/api/v1/news-events,POST,/analyze-headline,/api/v1/news-events/analyze-headline,Research,News & Events,Analyze headline
# =====================================
# DECISION INTELLIGENCE (api/routes/decision_intelligence_routes.py)
# =====================================
decision_intelligence_routes.py,/api/decision-intelligence,GET,/control-plane/status,/api/decision-intelligence/control-plane/status,Brain/ML,decision-intelligence,Control plane status
decision_intelligence_routes.py,/api/decision-intelligence,GET,/control-plane/health,/api/decision-intelligence/control-plane/health,Brain/ML,decision-intelligence,Control plane health
decision_intelligence_routes.py,/api/decision-intelligence,POST,/control-plane/kill-switch,/api/decision-intelligence/control-plane/kill-switch,Brain/ML,decision-intelligence,Activate kill switch
decision_intelligence_routes.py,/api/decision-intelligence,POST,/control-plane/kill-switch/release,/api/decision-intelligence/control-plane/kill-switch/release,Brain/ML,decision-intelligence,Release kill switch
decision_intelligence_routes.py,/api/decision-intelligence,GET,/trace/stats,/api/decision-intelligence/trace/stats,Brain/ML,decision-intelligence,Trace statistics
decision_intelligence_routes.py,/api/decision-intelligence,GET,/trace/path/{context_id},/api/decision-intelligence/trace/path/{context_id},Brain/ML,decision-intelligence,Get trace path
decision_intelligence_routes.py,/api/decision-intelligence,GET,/trace/failure-patterns,/api/decision-intelligence/trace/failure-patterns,Brain/ML,decision-intelligence,Failure patterns
decision_intelligence_routes.py,/api/decision-intelligence,GET,/trace/success-patterns,/api/decision-intelligence/trace/success-patterns,Brain/ML,decision-intelligence,Success patterns
decision_intelligence_routes.py,/api/decision-intelligence,GET,/trace/query,/api/decision-intelligence/trace/query,Brain/ML,decision-intelligence,Query traces
decision_intelligence_routes.py,/api/decision-intelligence,GET,/exit-learning/stats,/api/decision-intelligence/exit-learning/stats,Brain/ML,decision-intelligence,Exit learning stats
decision_intelligence_routes.py,/api/decision-intelligence,POST,/exit-learning/recommend/{position_id},/api/decision-intelligence/exit-learning/recommend/{position_id},Brain/ML,decision-intelligence,Exit recommendation
decision_intelligence_routes.py,/api/decision-intelligence,GET,/exit-learning/value-surface/{regime},/api/decision-intelligence/exit-learning/value-surface/{regime},Brain/ML,decision-intelligence,Value surface
decision_intelligence_routes.py,/api/decision-intelligence,GET,/exit-learning/optimal-exits,/api/decision-intelligence/exit-learning/optimal-exits,Brain/ML,decision-intelligence,Optimal exits
decision_intelligence_routes.py,/api/decision-intelligence,GET,/shadow/components,/api/decision-intelligence/shadow/components,Brain/ML,decision-intelligence,Shadow components
decision_intelligence_routes.py,/api/decision-intelligence,GET,/shadow/report/{component_id},/api/decision-intelligence/shadow/report/{component_id},Brain/ML,decision-intelligence,Shadow report
decision_intelligence_routes.py,/api/decision-intelligence,GET,/shadow/comparison,/api/decision-intelligence/shadow/comparison,Brain/ML,decision-intelligence,Shadow comparison
decision_intelligence_routes.py,/api/decision-intelligence,POST,/shadow/promote/{component_id},/api/decision-intelligence/shadow/promote/{component_id},Brain/ML,decision-intelligence,Promote component
decision_intelligence_routes.py,/api/decision-intelligence,GET,/self-improvement/status,/api/decision-intelligence/self-improvement/status,Brain/ML,decision-intelligence,Self-improvement status
decision_intelligence_routes.py,/api/decision-intelligence,GET,/self-improvement/history,/api/decision-intelligence/self-improvement/history,Brain/ML,decision-intelligence,Improvement history
decision_intelligence_routes.py,/api/decision-intelligence,POST,/self-improvement/trigger,/api/decision-intelligence/self-improvement/trigger,Brain/ML,decision-intelligence,Trigger improvement
decision_intelligence_routes.py,/api/decision-intelligence,POST,/self-improvement/check-drift,/api/decision-intelligence/self-improvement/check-drift,Brain/ML,decision-intelligence,Check drift
# =====================================
# PROP FIRM (api/routes/prop_firm_routes.py)
# =====================================
prop_firm_routes.py,/prop-firm,POST,/register,/prop-firm/register,PropFirm,prop-firm,Register trader
prop_firm_routes.py,/prop-firm,POST,/login,/prop-firm/login,PropFirm,prop-firm,Trader login
prop_firm_routes.py,/prop-firm,GET,/challenges/available,/prop-firm/challenges/available,PropFirm,prop-firm,Available challenges
prop_firm_routes.py,/prop-firm,POST,/kyc/{trader_id},/prop-firm/kyc/{trader_id},PropFirm,prop-firm,Submit KYC
prop_firm_routes.py,/prop-firm,POST,/challenges/enroll/{trader_id},/prop-firm/challenges/enroll/{trader_id},PropFirm,prop-firm,Enroll in challenge
prop_firm_routes.py,/prop-firm,GET,/onboarding/status/{trader_id},/prop-firm/onboarding/status/{trader_id},PropFirm,prop-firm,Onboarding status
prop_firm_routes.py,/prop-firm,GET,/challenges/{challenge_id},/prop-firm/challenges/{challenge_id},PropFirm,prop-firm,Challenge details
prop_firm_routes.py,/prop-firm,POST,/challenges/{challenge_id}/update,/prop-firm/challenges/{challenge_id}/update,PropFirm,prop-firm,Update challenge
prop_firm_routes.py,/prop-firm,GET,/challenges/{challenge_id}/evaluations,/prop-firm/challenges/{challenge_id}/evaluations,PropFirm,prop-firm,Challenge evaluations
prop_firm_routes.py,/prop-firm,POST,/risk/pre-trade-check,/prop-firm/risk/pre-trade-check,PropFirm,prop-firm,Pre-trade risk check
prop_firm_routes.py,/prop-firm,GET,/risk/limits/{account_id},/prop-firm/risk/limits/{account_id},PropFirm,prop-firm,Risk limits
prop_firm_routes.py,/prop-firm,POST,/risk/emergency-flatten/{account_id},/prop-firm/risk/emergency-flatten/{account_id},PropFirm,prop-firm,Emergency flatten
prop_firm_routes.py,/prop-firm,GET,/payouts/estimate/{account_id},/prop-firm/payouts/estimate/{account_id},PropFirm,prop-firm,Payout estimate
prop_firm_routes.py,/prop-firm,POST,/payouts/request/{trader_id}/{account_id},/prop-firm/payouts/request/{trader_id}/{account_id},PropFirm,prop-firm,Request payout
prop_firm_routes.py,/prop-firm,GET,/payouts/history/{trader_id},/prop-firm/payouts/history/{trader_id},PropFirm,prop-firm,Payout history
prop_firm_routes.py,/prop-firm,GET,/leaderboard,/prop-firm/leaderboard,PropFirm,prop-firm,Leaderboard
prop_firm_routes.py,/prop-firm,GET,/profile/{trader_id},/prop-firm/profile/{trader_id},PropFirm,prop-firm,Trader profile
prop_firm_routes.py,/prop-firm,GET,/achievements/{trader_id},/prop-firm/achievements/{trader_id},PropFirm,prop-firm,Achievements
prop_firm_routes.py,/prop-firm,POST,/badges/check/{trader_id},/prop-firm/badges/check/{trader_id},PropFirm,prop-firm,Check badges
prop_firm_routes.py,/prop-firm,GET,/coaching/insights/{trader_id},/prop-firm/coaching/insights/{trader_id},PropFirm,prop-firm,Coaching insights
prop_firm_routes.py,/prop-firm,GET,/coaching/briefing/{trader_id},/prop-firm/coaching/briefing/{trader_id},PropFirm,prop-firm,Daily briefing
prop_firm_routes.py,/prop-firm,POST,/coaching/ask/{trader_id},/prop-firm/coaching/ask/{trader_id},PropFirm,prop-firm,Ask coach
prop_firm_routes.py,/prop-firm,POST,/admin/kyc/approve/{trader_id},/prop-firm/admin/kyc/approve/{trader_id},PropFirm,prop-firm,Approve KYC
prop_firm_routes.py,/prop-firm,POST,/admin/rankings/update,/prop-firm/admin/rankings/update,PropFirm,prop-firm,Update rankings
# =====================================
# WEBSOCKET ROUTES (api/websocket/routes.py)
# =====================================
websocket/routes.py,/ws,WEBSOCKET,/connect,/ws/connect,WebSocket,websocket,Main WS connection
websocket/routes.py,/ws,WEBSOCKET,/market/{symbol},/ws/market/{symbol},WebSocket,websocket,Market data stream
websocket/routes.py,/ws,WEBSOCKET,/orderbook/{symbol},/ws/orderbook/{symbol},WebSocket,websocket,Order book stream
websocket/routes.py,/ws,WEBSOCKET,/signals,/ws/signals,WebSocket,websocket,Signals stream
websocket/routes.py,/ws,WEBSOCKET,/risk,/ws/risk,WebSocket,websocket,Risk alerts stream
websocket/routes.py,/ws,WEBSOCKET,/executions,/ws/executions,WebSocket,websocket,Executions stream
websocket/routes.py,/ws,GET,/stats,/ws/stats,WebSocket,websocket,WS stats
websocket/routes.py,/ws,GET,/channels,/ws/channels,WebSocket,websocket,List channels
# =====================================
# BACKTEST SERVICE (services/backtest_service.py)
# =====================================
backtest_service.py,/backtest,POST,/submit,/backtest/submit,Backtest,backtest,Submit backtest job
backtest_service.py,/backtest,GET,/job/{job_id},/backtest/job/{job_id},Backtest,backtest,Get job status
backtest_service.py,/backtest,GET,/job/{job_id}/result,/backtest/job/{job_id}/result,Backtest,backtest,Get job result
backtest_service.py,/backtest,DELETE,/job/{job_id},/backtest/job/{job_id},Backtest,backtest,Cancel job
backtest_service.py,/backtest,GET,/queue/status,/backtest/queue/status,Backtest,backtest,Queue status
backtest_service.py,/backtest,GET,/usage/{tenant_id},/backtest/usage/{tenant_id},Backtest,backtest,Tenant usage
# =====================================
# BACKEND ORDERBOOK (backend/api/routes/orderbook_routes.py)
# =====================================
orderbook_routes.py,/api/orderbook,GET,/{symbol}/snapshot,/api/orderbook/{symbol}/snapshot,Microstructure,orderbook,Order book snapshot
orderbook_routes.py,/api/orderbook,GET,/{symbol}/metrics,/api/orderbook/{symbol}/metrics,Microstructure,orderbook,Order book metrics
orderbook_routes.py,/api/orderbook,GET,/{symbol}/signal,/api/orderbook/{symbol}/signal,Microstructure,orderbook,Order book signal
orderbook_routes.py,/api/orderbook,POST,/{symbol}/update,/api/orderbook/{symbol}/update,Microstructure,orderbook,Update order book
orderbook_routes.py,/api/orderbook,GET,/{symbol}/impact,/api/orderbook/{symbol}/impact,Microstructure,orderbook,Price impact
# =====================================
# BACKEND RISK (backend/api/routes/risk_routes.py)
# =====================================
risk_routes.py,/api/risk,GET,/summary,/api/risk/summary,Risk,risk,Risk summary
risk_routes.py,/api/risk,GET,/alerts,/api/risk/alerts,Risk,risk,Risk alerts
risk_routes.py,/api/risk,POST,/alerts/{alert_key}/acknowledge,/api/risk/alerts/{alert_key}/acknowledge,Risk,risk,Acknowledge alert
risk_routes.py,/api/risk,POST,/montecarlo/simulate,/api/risk/montecarlo/simulate,Risk,risk,Monte Carlo sim
risk_routes.py,/api/risk,GET,/var,/api/risk/var,Risk,risk,Value at Risk
# =====================================
# BACKEND MAIN.PY - DIRECT ENDPOINTS
# =====================================
backend/main.py,,GET,/,/,System,,Root
backend/main.py,,GET,/api/health,/api/health,System,,Health check
backend/main.py,,GET,/api/system/memory,/api/system/memory,System,,Memory status
backend/main.py,,GET,/api/data-mode,/api/data-mode,System,,Get data mode
backend/main.py,,POST,/api/data-mode,/api/data-mode,System,,Set data mode
backend/main.py,,GET,/api/data-integrity/status,/api/data-integrity/status,System,,Data integrity status
backend/main.py,,GET,/api/data-integrity/price/{symbol},/api/data-integrity/price/{symbol},System,,Price with provenance
backend/main.py,,GET,/api/data/staleness,/api/data/staleness,System,,Data staleness
backend/main.py,,GET,/api/data/staleness/{symbol},/api/data/staleness/{symbol},System,,Symbol staleness
backend/main.py,,GET,/api/market/status,/api/market/status,Market Data,,Market status
backend/main.py,,GET,/api/market/tickers,/api/market/tickers,Market Data,,Ticker prices
backend/main.py,,GET,/api/market/quote/{symbol},/api/market/quote/{symbol},Market Data,,Quote
backend/main.py,,GET,/api/market/sectors,/api/market/sectors,Market Data,,Sector performance
backend/main.py,,GET,/api/market/movers,/api/market/movers,Market Data,,Top movers
backend/main.py,,GET,/api/screener/scan,/api/screener/scan,Trading,,Stock screener
backend/main.py,,GET,/api/charts/ohlcv/{symbol},/api/charts/ohlcv/{symbol},Market Data,,OHLCV data
backend/main.py,,GET,/api/charts/indicators/{symbol},/api/charts/indicators/{symbol},Market Data,,Technical indicators
backend/main.py,,GET,/api/options/chain/{symbol},/api/options/chain/{symbol},Options,,Options chain
backend/main.py,,GET,/api/options/gex/{symbol},/api/options/gex/{symbol},Options,,GEX data
backend/main.py,,GET,/api/signals/active,/api/signals/active,Trading,,Active signals
backend/main.py,,GET,/api/positions,/api/positions,Trading,,Positions
backend/main.py,,POST,/api/backtest/run,/api/backtest/run,Backtest,,Run backtest
backend/main.py,,POST,/api/ai/confirm-trade,/api/ai/confirm-trade,Trading,,AI trade confirm
backend/main.py,,GET,/api/risk/metrics,/api/risk/metrics,Risk,,Risk metrics
backend/main.py,,GET,/api/risk/limits,/api/risk/limits,Risk,,Risk limits
backend/main.py,,GET,/api/risk/sector-exposure,/api/risk/sector-exposure,Risk,,Sector exposure
backend/main.py,,GET,/api/risk/correlation,/api/risk/correlation,Risk,,Correlation matrix
backend/main.py,,GET,/api/risk/correlation/{symbol},/api/risk/correlation/{symbol},Risk,,Symbol correlation
backend/main.py,,POST,/api/risk/check-trade,/api/risk/check-trade,Risk,,Check trade risk
backend/main.py,,GET,/api/neural/analysis/{symbol},/api/neural/analysis/{symbol},Brain/ML,,Neural analysis
backend/main.py,,GET,/api/neural/predictions/{symbol},/api/neural/predictions/{symbol},Brain/ML,,Neural predictions
backend/main.py,,GET,/api/neural/regime,/api/neural/regime,Brain/ML,,Regime detection
backend/main.py,,GET,/api/research/13f/{symbol},/api/research/13f/{symbol},Research,,13F filings
backend/main.py,,GET,/api/research/sec/{symbol},/api/research/sec/{symbol},Research,,SEC filings
backend/main.py,,GET,/api/research/darkpool/{symbol},/api/research/darkpool/{symbol},Research,,Dark pool data
backend/main.py,,GET,/api/research/earnings,/api/research/earnings,Research,,Earnings calendar
backend/main.py,,GET,/api/research/earnings/{symbol},/api/research/earnings/{symbol},Research,,Symbol earnings
backend/main.py,,POST,/api/screener/scan,/api/screener/scan,Trading,,Post screener
backend/main.py,,GET,/api/portfolio,/api/portfolio,Portfolio,,Portfolio
backend/main.py,,GET,/api/portfolio/holdings,/api/portfolio/holdings,Portfolio,,Holdings
backend/main.py,,GET,/api/portfolio/performance,/api/portfolio/performance,Portfolio,,Performance
backend/main.py,,WEBSOCKET,/ws/unified,/ws/unified,WebSocket,,Unified WS
backend/main.py,,WEBSOCKET,/ws/market,/ws/market,WebSocket,,Market WS
backend/main.py,,WEBSOCKET,/ws/signals,/ws/signals,WebSocket,,Signals WS
backend/main.py,,WEBSOCKET,/ws/trades,/ws/trades,WebSocket,,Trades WS
backend/main.py,,WEBSOCKET,/ws/flow,/ws/flow,WebSocket,,Options flow WS
backend/main.py,,WEBSOCKET,/ws/brain,/ws/brain,WebSocket,,Brain WS
backend/main.py,,WEBSOCKET,/ws/system,/ws/system,WebSocket,,System WS
backend/main.py,,GET,/api/ws/stats,/api/ws/stats,WebSocket,,WS stats
backend/main.py,,POST,/api/ws/broadcast,/api/ws/broadcast,WebSocket,,WS broadcast
backend/main.py,,GET,/api/quant/strategies,/api/quant/strategies,Trading,,Quant strategies
backend/main.py,,POST,/api/quant/optimize,/api/quant/optimize,Trading,,Optimize strategy
